"Forest","District","RAWS_station","day_of_yr","snow_flag","date","prop_inRx","prop_BD","prop_PL","prop_BW"
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","04-Mar","yes",2020-03-04,0.0588235294117647,0.764705882352941,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","04-Mar","no",2020-03-04,0.529411764705882,0.777777777777778,1,0.294117647058824
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","04-Mar","yes",2020-03-04,0.352941176470588,0.777777777777778,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","04-Mar","no",2020-03-04,0.307692307692308,0.733333333333333,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","04-Mar","yes",2020-03-04,0.307692307692308,0.733333333333333,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","04-Mar","no",2020-03-04,0.333333333333333,0.789473684210526,1,0.277777777777778
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","04-Mar","yes",2020-03-04,0.111111111111111,0.789473684210526,1,0.0555555555555556
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","04-Mar","no",2020-03-04,0.368421052631579,0.789473684210526,1,0.210526315789474
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","04-Mar","yes",2020-03-04,0.157894736842105,0.789473684210526,1,0.105263157894737
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","04-Mar","no",2020-03-04,0.523809523809524,0.80952380952381,1,0.428571428571429
"Klamath National Forest","Goosenest Ranger District","Juanita","05-Mar","no",2020-03-05,0.235294117647059,0.647058823529412,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Juanita","05-Mar","yes",2020-03-05,0.176470588235294,0.647058823529412,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","05-Mar","no",2020-03-05,0.35,0.7,1,0.15
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","05-Mar","yes",2020-03-05,0.05,0.7,1,0.05
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","05-Mar","no",2020-03-05,0.1,0.8,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","05-Mar","yes",2020-03-05,0.1,0.8,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","05-Mar","no",2020-03-05,0.230769230769231,0.692307692307692,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","05-Mar","yes",2020-03-05,0.0769230769230769,0.692307692307692,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","05-Mar","no",2020-03-05,0.277777777777778,0.666666666666667,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","05-Mar","yes",2020-03-05,0.117647058823529,0.647058823529412,1,0.0588235294117647
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","05-Mar","no",2020-03-05,0.263157894736842,0.684210526315789,1,0.105263157894737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","05-Mar","yes",2020-03-05,0.210526315789474,0.684210526315789,1,0.105263157894737
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","05-Mar","no",2020-03-05,0.214285714285714,0.666666666666667,1,0.0714285714285714
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","05-Mar","yes",2020-03-05,0.214285714285714,0.666666666666667,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","05-Mar","no",2020-03-05,0.352941176470588,0.705882352941177,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","05-Mar","yes",2020-03-05,0.0588235294117647,0.705882352941177,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","05-Mar","no",2020-03-05,0.277777777777778,0.666666666666667,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","05-Mar","yes",2020-03-05,0.117647058823529,0.647058823529412,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","05-Mar","no",2020-03-05,0.294117647058824,0.722222222222222,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","05-Mar","yes",2020-03-05,0.235294117647059,0.722222222222222,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","05-Mar","no",2020-03-05,0.214285714285714,0.666666666666667,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","05-Mar","yes",2020-03-05,0.214285714285714,0.666666666666667,1,0.0714285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","05-Mar","no",2020-03-05,0.352941176470588,0.684210526315789,1,0.157894736842105
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","05-Mar","yes",2020-03-05,0.117647058823529,0.684210526315789,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","05-Mar","no",2020-03-05,0.3,0.7,1,0.15
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","05-Mar","yes",2020-03-05,0.105263157894737,0.7,1,0.0526315789473684
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","05-Mar","no",2020-03-05,0.523809523809524,0.80952380952381,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","06-Mar","no",2020-03-06,0.294117647058824,0.705882352941177,1,0.117647058823529
"Klamath National Forest","Goosenest Ranger District","Juanita","06-Mar","yes",2020-03-06,0.176470588235294,0.705882352941177,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","06-Mar","no",2020-03-06,0.368421052631579,0.789473684210526,1,0.210526315789474
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","06-Mar","yes",2020-03-06,0.105263157894737,0.789473684210526,1,0.0526315789473684
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","06-Mar","no",2020-03-06,0.3,0.9,1,0.2
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","06-Mar","yes",2020-03-06,0.2,0.9,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","06-Mar","no",2020-03-06,0.384615384615385,0.769230769230769,1,0.153846153846154
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","06-Mar","yes",2020-03-06,0.0769230769230769,0.769230769230769,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","06-Mar","no",2020-03-06,0.277777777777778,0.722222222222222,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","06-Mar","yes",2020-03-06,0.117647058823529,0.705882352941177,1,0.0588235294117647
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","06-Mar","no",2020-03-06,0.473684210526316,0.736842105263158,1,0.210526315789474
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","06-Mar","yes",2020-03-06,0.421052631578947,0.736842105263158,1,0.157894736842105
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","06-Mar","no",2020-03-06,0.266666666666667,0.733333333333333,1,0.133333333333333
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","06-Mar","yes",2020-03-06,0.266666666666667,0.733333333333333,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","06-Mar","no",2020-03-06,0.352941176470588,0.764705882352941,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","06-Mar","yes",2020-03-06,0.0588235294117647,0.764705882352941,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","06-Mar","no",2020-03-06,0.277777777777778,0.722222222222222,1,0.111111111111111
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","06-Mar","yes",2020-03-06,0.117647058823529,0.705882352941177,1,0.0588235294117647
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","06-Mar","no",2020-03-06,0.294117647058824,0.777777777777778,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","06-Mar","yes",2020-03-06,0.235294117647059,0.777777777777778,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","06-Mar","no",2020-03-06,0.266666666666667,0.733333333333333,1,0.133333333333333
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","06-Mar","yes",2020-03-06,0.266666666666667,0.733333333333333,1,0.2
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","06-Mar","no",2020-03-06,0.388888888888889,0.736842105263158,1,0.210526315789474
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","06-Mar","yes",2020-03-06,0.111111111111111,0.736842105263158,1,0.0526315789473684
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","06-Mar","no",2020-03-06,0.368421052631579,0.789473684210526,1,0.210526315789474
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","06-Mar","yes",2020-03-06,0.105263157894737,0.789473684210526,1,0.0526315789473684
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","06-Mar","no",2020-03-06,0.476190476190476,0.857142857142857,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","07-Mar","no",2020-03-07,0.470588235294118,0.588235294117647,1,0.117647058823529
"Klamath National Forest","Goosenest Ranger District","Juanita","07-Mar","yes",2020-03-07,0.294117647058824,0.588235294117647,1,0.117647058823529
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","07-Mar","no",2020-03-07,0.526315789473684,0.631578947368421,1,0.210526315789474
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","07-Mar","yes",2020-03-07,0.0526315789473684,0.631578947368421,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","07-Mar","no",2020-03-07,0.3,0.7,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","07-Mar","yes",2020-03-07,0.3,0.7,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","07-Mar","no",2020-03-07,0.384615384615385,0.538461538461538,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","07-Mar","yes",2020-03-07,0.0769230769230769,0.538461538461538,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","07-Mar","no",2020-03-07,0.294117647058824,0.611111111111111,1,0.117647058823529
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","07-Mar","yes",2020-03-07,0.0588235294117647,0.588235294117647,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","07-Mar","no",2020-03-07,0.611111111111111,0.578947368421053,1,0.388888888888889
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","07-Mar","yes",2020-03-07,0.611111111111111,0.578947368421053,1,0.388888888888889
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","07-Mar","no",2020-03-07,0.357142857142857,0.6,1,0.214285714285714
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","07-Mar","yes",2020-03-07,0.357142857142857,0.6,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","07-Mar","no",2020-03-07,0.235294117647059,0.647058823529412,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","07-Mar","yes",2020-03-07,0,0.647058823529412,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","07-Mar","no",2020-03-07,0.294117647058824,0.611111111111111,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","07-Mar","yes",2020-03-07,0.0588235294117647,0.588235294117647,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","07-Mar","no",2020-03-07,0.411764705882353,0.611111111111111,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Sawyers Bar","07-Mar","yes",2020-03-07,0.411764705882353,0.611111111111111,1,0.176470588235294
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","07-Mar","no",2020-03-07,0.357142857142857,0.6,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Somes Bar","07-Mar","yes",2020-03-07,0.357142857142857,0.6,1,0.214285714285714
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","07-Mar","no",2020-03-07,0.333333333333333,0.578947368421053,1,0.210526315789474
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Callahan 2","07-Mar","yes",2020-03-07,0.0555555555555556,0.578947368421053,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","07-Mar","no",2020-03-07,0.5,0.6,1,0.3
"Klamath National Forest","Salmon Scott River Ranger District - Scott River","Quartz Hill","07-Mar","yes",2020-03-07,0.2,0.6,1,0.1
"Lake Tahoe Basin","Lake Tahoe Basin","Baron/Markleeville","07-Mar","no",2020-03-07,0.571428571428571,0.761904761904762,1,0.333333333333333
"Klamath National Forest","Goosenest Ranger District","Juanita","08-Mar","no",2020-03-08,0.529411764705882,0.352941176470588,1,0.294117647058824
"Klamath National Forest","Goosenest Ranger District","Juanita","08-Mar","yes",2020-03-08,0.176470588235294,0.352941176470588,1,0.0588235294117647
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","08-Mar","no",2020-03-08,0.368421052631579,0.4,1,0.1
"Klamath National Forest","Goosenest Ranger District","Van Bremmer","08-Mar","yes",2020-03-08,0,0.4,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","08-Mar","no",2020-03-08,0.3,0.2,1,0.1
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Dutch Indy","08-Mar","yes",2020-03-08,0.2,0.2,1,0
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","08-Mar","no",2020-03-08,0.461538461538462,0.307692307692308,1,0.0769230769230769
"Klamath National Forest","Happy Oak Ranger District  - Happy Camp","Slater Butte","08-Mar","yes",2020-03-08,0.0769230769230769,0.307692307692308,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","08-Mar","no",2020-03-08,0.529411764705882,0.333333333333333,1,0.111111111111111
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Collins Baldy","08-Mar","yes",2020-03-08,0.117647058823529,0.352941176470588,1,0
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","08-Mar","no",2020-03-08,0.684210526315789,0.368421052631579,1,0.263157894736842
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Oak Knoll","08-Mar","yes",2020-03-08,0.684210526315789,0.368421052631579,1,0.263157894736842
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","08-Mar","no",2020-03-08,0.5,0.333333333333333,1,0.142857142857143
"Klamath National Forest","Happy Oak Ranger District  - Oak Knoll","Somes Bar","08-Mar","yes",2020-03-08,0.428571428571429,0.333333333333333,1,0.142857142857143
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","08-Mar","no",2020-03-08,0.352941176470588,0.352941176470588,1,0.117647058823529
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Blue Ridge","08-Mar","yes",2020-03-08,0.0588235294117647,0.352941176470588,1,0
"Klamath National Forest","Salmon Scott River Ranger District - Salmon River","Collins Baldy","08-Mar","no",2020-03-08,0.529411764705882,0.333333333333333,1,0.111111111111111
